Structure [idcode]	Name	Basic_pKa_greater5	Acidic_pKa_lower9	CNS-Kind	Molweight	cLogP	cLogS	cLogD (pH=7.4)	H-Acceptors	H-Donors	Total Surface Area	Molecular Flexibility	Molecular Complexity	Non-H Atoms	Binned Molweight	Smiles	
eb^ZAD@LACLmhDNMDed\P@`xHrRPsQ[SJJJIYZZKIJJBRU]S[WOKUMSU@pQSUUMEDVIiSJy@@	Mezlocillin		3.49	non-CNS	539.589	0.1838	-2.527	-3.7312	13	3	352.46	0.42574	0.94458	36	525 <= x < 550	CC(C)([C@@H]1C(O)=O)S[C@H]([C@@H]2NC([C@@H](c3ccccc3)NC(N(CCN3S(C)(=O)=O)C3=O)=O)=O)N1C2=O	
fb}P@@@NrRJJIQJKEKB\hvoQsTEQ@PDTDDT@@	Mianserin	6.92		CNS	264.371	3.3133	-2.94	3.1891	2	0	206.42	0.13458	0.84087	20	250 <= x < 275	CN(CC1)CC(c2c(C3)cccc2)N1c1c3cccc1	
fdiPP@DTAsP\bbRttTRRMoMUTDDTPYP@	Midodrine	8.14		non-CNS	254.285	-1.0318	-0.943	-1.8438	6	3	201.88	0.45567	0.70697	18	250 <= x < 275	COc(cc1)cc(C(CNC(CN)=O)O)c1OC	
fdyQ@@DAAdTTTbRbjRxKtVjjhHH`@@	Milnacipran	9.83		CNS	246.353	1.2437	-2.296	-1.1855	3	1	198.8	0.63955	0.72413	18	225 <= x < 250	CCN(CC)C(C1(C(CN)C1)c1ccccc1)=O	
f`qq@@DR|CHheEEcDdscoMTmp@P@@	Milrinone		7.54	non-CNS	211.223	0.2446	-1.793	0.0066102	4	1	169.33	0.34396	0.72049	16	200 <= x < 225	CC(NC(C(C#N)=C1)=O)=C1c1ccncc1	
dg]B@NTBNtfY}[fyjVjfhf`@	Mimosine	8.88	1.94	non-CNS	198.177	-4.3078	-0.516	-9.7727	6	3	144.49	0.53773	0.60693	14	175 <= x < 200	NC(CN(C=CC1=O)C=C1O)C(O)=O	
ehR\N@@@mg`ACHfcklbbbbbbbrLafblRTTxtT|\rFfZAhJhjjZZfjJ@@@	Minocycline	5.82	7.27	non-CNS	457.481	-1.102	-1.999	-8.1979	10	5	310.84	0.34167	1.0514	33	450 <= x < 475	CN(C)C(C(CC(Cc(c(C1=O)c(cc2)O)c2N(C)C)C1=C1O)C11O)C(O)=C(C(N)=O)C1=O	
foAi@@HDhrPLbbbbjbRxJsjiejjh@@	Minoxidil	13.27		non-CNS	209.252	-1.0486	-1.927	-2.829	6	3	158.76	0.40254	0.68629	15	200 <= x < 225	NC(N1O)=CC(N2CCCCC2)=NC1=N	
fb}p@@@X|eLlwNnkPRkF}GHPTUTPPDPYP@	Mirtazapine	6.67		CNS	265.359	2.6638	-2.67	2.5899	3	0	205.18	0.13445	0.85485	20	250 <= x < 275	CN(CC1)CC2N1c1ncccc1Cc1c2cccc1	
fnsa`@M@PiInUfWg]VpXijujjA`hjjJ@@	Mitiglinide		4.62	non-CNS	315.412	2.9342	-3.031	0.15536	4	1	245.99	0.58023	0.69536	23	300 <= x < 325	OC(C(CC(N(C1)CC2C1CCCC2)=O)Cc1ccccc1)=O	
fa{IP@FBstEgE[dTTTTtVTRrqTyIQoACeiijijjijh@@	Mitomycin	5.6		non-CNS	334.331	-1.8035	-1.378	-1.8103	9	3	227.5	0.22568	1.0277	24	325 <= x < 350	CC(C(C(N(CC1NC11)C1(C1COC(N)=O)OC)=C1C1=O)=O)=C1N	
fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@	Mitotane			non-CNS	320.045	5.7902	-5.438	5.7902	0	0	219.7	0.39335	0.70898	18	300 <= x < 325	ClC(C(c(cc1)ccc1Cl)c(cccc1)c1Cl)Cl	
e`TRF@@KDai`EO@golbbbbbbTRab^RRRRS@fdSfSPADDLQUUUU@@@@	Mitoxantrone	9.22	8.21	non-CNS	444.486	-0.5382	-3.414	-2.2301	10	8	336.34	0.44534	0.95041	32	425 <= x < 450	OCCNCCNc(c(C(c1c2c(O)ccc1O)=O)c1C2=O)ccc1NCCNCCO	
fdypp@DDDCbkAcdTtRaTRbrXHsfiZjjjh@@	Mizoribine		6.13	non-CNS	259.217	-2.4258	-0.829	-2.4916	9	5	173.15	0.46665	0.82973	18	250 <= x < 275	NC(c(ncn1C(C2O)OC(CO)C2O)c1O)=O	
fdyPb@IFEDDPdrnvkJtXFL@DuUUD@@	Moclobemide	6.02		CNS	268.743	1.3732	-1.847	1.3556	4	1	207.25	0.58374	0.58251	18	250 <= x < 275	O=C(c(cc1)ccc1Cl)NCCN1CCOCC1	
fle`b@CPt@HrRZIQQQIHytPiZj@F@@B@J@@	Modafinil		8.84	CNS	273.355	0.3845	-3.839	0.369	3	1	208.27	0.44755	0.59188	19	250 <= x < 275	NC(CS(C(c1ccccc1)c1ccccc1)=O)=O	
ebVTN@@BK@DILfailbfbbTRtRVRbRbQVTrPf`RRNKUUMEAEUMUP@@@@@	Moexipril		3.47	non-CNS	498.574	0.5584	-3.499	-3.3793	9	2	386.22	0.55949	0.89035	36	475 <= x < 500	CCOC(C(CCc1ccccc1)NC(C)C(N(Cc(cc1OC)c(C2)cc1OC)C2C(O)=O)=O)=O	
fbmP`@AFAgHhhhhibeBdrPeIrtuTuUUUPqP@	Molindone	6.65		CNS	276.379	1.7313	-2.158	1.6602	4	1	220.98	0.39284	0.83847	20	275 <= x < 300	CCc1c(C)[nH]c(CCC2CN3CCOCC3)c1C2=O	
ekh\BH@BODi@mc`IAIfVYUVWm^YaPrrHkhZYZBBhjijjjfIh@@	Moxifloxacin	9.42	5.49	non-CNS	401.437	-0.9536	-4.232	-2.9816	7	2	280.31	0.31293	0.97351	29	400 <= x < 425	COc(c(N1CC2NCCCC2C1)c(cc12)F)c2N(C2CC2)C=C(C(O)=O)C1=O	
e`\\D@@DLb`AlbbbbbRTRVQtQfbbQdS`WbSwsU@DADEULA@PPNT@@	Mozavaptan	8.69		non-CNS	427.546	4.8635	-4.931	3.4752	5	1	337.4	0.48927	0.86255	32	425 <= x < 450	Cc(cccc1)c1C(Nc(cc1)ccc1C(N(CCCC1N(C)C)c2c1cccc2)=O)=O	
elRPI@@@DC@beckh\bbRTRrbRbVRrRbfLTbrVvZfjjjjjjjZjj@`H`	Mupirocin		4.83	non-CNS	500.626	3.0515	-3.769	0.48439	9	4	397.9	0.64367	0.807	35	500 <= x < 525	CC(C(C)O)C1OC1CC(COC(C/C(/C)=C/C(OCCCCCCCCC(O)=O)=O)C1O)C1O	
eohXN@@I`DNKJfgdfVyyW^]mVUHXdTn^Z``JjZijjjb@`|`	Mycophenolate mofetil	6.19		non-CNS	433.499	2.3937	-2.632	2.3674	8	1	337.5	0.55493	0.88462	31	425 <= x < 450	C/C(/CCC(OCCN1CCOCC1)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
fnc@p@@HyZkTfVyyW^]bLdijB@jijf`DOP	Mycophenolic acid		3.57	non-CNS	320.340	2.297	-3.014	-1.5283	6	2	244.49	0.50555	0.87743	23	300 <= x < 325	C/C(/CCC(O)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
dcMD`LvD@HrRRqIYCJt@E@@@	Mafenide acetate	9.4	10.25	non-CNS	186.234	-0.5715	-1.475	-2.4134	4	2	132.64	0.50622	0.59256	12	175 <= x < 200	NCc(cc1)ccc1S(N)(=O)=O	
ehRTAH@N`]K@djiko`HcHhheEMEmhimEMEEkFAECHlaehBHYjZjjfjfJZEDxhedbd@@	Meclocycline	5.34	6.93	non-CNS	476.868	-1.2518	-2.331	-8.6426	10	6	305.52	0.28821	1.0956	33	475 <= x < 500	CN(C)[C@@H]([C@H]([C@H]([C@H](C(c(c(C1=O)c(cc2)O)c2Cl)=C)C1=C1O)O)[C@]11O)C(O)=C(C(N)=O)C1=O	
fdy``@F@PdwLkwKBUxKPPPAA@@@	Mefenamic acid		3.89	CNS	241.289	3.3629	-3.895	-0.1516	3	2	193.1	0.34498	0.72323	18	225 <= x < 250	Cc1cccc(Nc(cccc2)c2C(O)=O)c1C	
didD@@EJ[W[j@B@@	Mequinol		9.94	non-CNS	124.139	1.2439	-1.338	1.2427	2	1	101.87	0.28507	0.64124	9	100 <= x < 125	COc(cc1)ccc1O	
fmoAP@@NZM^QQISQQRqYJIRsTXjpXyjtmUUUUUSUT@@	Methylprednisolone			CNS	374.475	1.4107	-3.118	1.4107	5	3	264.57	0.33689	0.97145	27	350 <= x < 375	CC(CC(C(CC1)C(C)(CC2O)C1(C(CO)=O)O)C2C1(C)C=C2)C1=CC2=O	
fco`P@I@QYrSKLkL{Ztj}GOQmPT@LAEUUA@@@	Micinicate	3.23		non-CNS	381.470	3.8539	-4.03	3.8539	5	0	299.75	0.4256	0.74577	28	375 <= x < 400	CC(C1)CC(C)(C)CC1OC(C(c1ccccc1)OC(c1cnccc1)=O)=O	
do~B@A@fwHhhihTlnFjjjjh@@	Miglustat	8.49		CNS	219.280	-0.8458	-0.277	-1.9725	5	4	166.76	0.5875	0.69426	15	200 <= x < 225	CCCCN(CC(C1O)O)C(CO)C1O	
fcoHb@LDddUPAFRJHiSJIKIIJZIKEG^WnfZZ@Bjj@BBAZ@@	Mirabegron	9.62		CNS	396.514	2.3718	-3.801	0.14687	6	4	310.56	0.54522	0.67908	28	375 <= x < 400	Nc1nc(CC(Nc2ccc(CCNCC(c3ccccc3)O)cc2)=O)cs1	
fm{AP@@RCtZSLjkjmOkNQcUUSUUUTuPHR`	Misoprostol			CNS	382.539	4.8535	-4.048	4.8535	5	2	320.75	0.59747	0.7268	27	375 <= x < 400	CCCCC(C)(C/C=C/C(C(CCCCCCC(OC)=O)C(C1)=O)C1O)O	
e`RVHH@AMCNemo`ICHhdleEEMDdebhidePqiXeTTu\}@AULEAQUMRdT@@@	Mizolastine	5.74		non-CNS	432.502	2.6419	-4.227	2.6269	7	1	327.77	0.44703	0.87275	32	425 <= x < 450	CN(C(CC1)CCN1c1nc(cccc2)c2n1Cc(cc1)ccc1F)C(N1)=NC=CC1=O	
f`~AP@@HYHrSJssnmUUUU@@@	Monoctanoin		11.22	non-CNS	234.291	1.0597	-1.685	1.0596	5	3	193.88	0.71308	0.49057	16	225 <= x < 250	CCCCCCCC(OC(C(CO)O)O)=O	
do^F@DCaTwrJKQJFZYjijj`@	N-acetyl-d-glucosamine			non-CNS	221.208	-3.3477	0.057	-3.3477	7	5	163.67	0.8395	0.62421	15	200 <= x < 225	CC(NC(C(C(C(CO)O)O)O)C=O)=O	
fmwA`@@ZmdTRTtRbbfZdQRUNJtzKUTEDTUUUT@@@	Nabilone			CNS	372.547	6.989	-5.76	6.9839	3	1	297.56	0.49553	0.88256	27	350 <= x < 375	CCCCCCC(C)(C)c1cc(OC(C)(C)C(CC2)C3CC2=O)c3c(O)c1	
ek`TJH@FEMCKOL`@cIEHhbeDkMEEDdelFNIJaecjjjifXHB@b`@@@	Nafcillin		3.31	non-CNS	414.481	3.0701	-3.996	-1.0205	7	2	288.16	0.36512	0.93046	29	400 <= x < 425	CCOc1c(C(NC(C2SC(C)(C)C(C(O)=O)N22)C2=O)=O)c2ccccc2cc1	
fe`P@B`xXNRJJJIQSIRKeJHeINlgt\eGN`jBjJjjjbj@@	Nalbuphine	9.62		CNS	357.448	1.7751	-3.411	-4.7929	5	3	239.77	0.29489	1.0496	26	350 <= x < 375	OC(CCC(C(C1)N(CC2CCC2)CC2)(C22c3c1cc1)O)C2Oc3c1O	
fhiQ`@EZ@JVQQQQQIEYLTYsT`tDU@@@	Nalidixic acid		5.77	non-CNS	232.238	0.5357	-2.673	-0.9292	5	1	173.66	0.23962	0.84166	17	225 <= x < 250	CCN(C=C1C(O)=O)c(nc(C)cc2)c2C1=O	
fioa`@B`yGIEEEDhieeD|eBLdxp_IrWhzBhFhjjjhj`@@	Nalmefene	9.57		CNS	339.434	2.5283	-3.603	-3.9908	4	2	229.91	0.26176	1.05	25	325 <= x < 350	C=C(CCC(C(C1)N(CC2CC2)CC2)(C22c3c1cc1)O)C2Oc3c1O	
fag`P@B`IXNQQQIRYJIQS]IdnB]gqXiZjj`j`jfJ@@@	Naloxone	8.39		CNS	327.379	1.5276	-2.885	-1.703	5	2	222.93	0.28132	1.0464	24	325 <= x < 350	C=CCN(CCC12c(c(C3)ccc4O)c4OC2C(CC2)=O)C3C12O	
fio`P@B`IXNQQQIRYJIQS]JLepSl~KEOQmUUPUPUUQQ@@@	Naltrexone	9.35		CNS	341.406	1.5768	-3.192	-2.5611	5	2	224.91	0.25992	1.048	25	325 <= x < 350	OC(CC1)(C(Cc2ccc3O)N(CC4CC4)CC4)C44c2c3OC4C1=O	
eodPL@@@LjlbbRfRfRfbQTrRRRhXdTl\BRZZjjjjijjjj`@@	Nandrolone decanoate			non-CNS	428.654	7.2845	-6.454	7.2845	3	0	347.3	0.46499	0.89035	31	425 <= x < 450	CCCCCCCCCC(OC(CC1)C(C)(CC2)C1C(CC1)C2C(CC2)C1=CC2=O)=O	
egdPL@@@LjlbbRfRfRfbQTrTRUCDbec`RQusSUUUUUMP@UP@@@	Nandrolone phenpropionate			non-CNS	406.564	5.5456	-5.699	5.5456	3	0	312.24	0.43046	0.89258	30	400 <= x < 425	CC(CC1)(C(CC2)C(CC3)C1C(CC1)C3=CC1=O)C2OC(CCc1ccccc1)=O	
f`iP@@@XrQQ[QQJHxihsoMU@@@P@@@	Naphazoline	10.19		non-CNS	210.279	2.2483	-3.394	-0.54333	2	1	170.07	0.37047	0.66621	16	200 <= x < 225	C(C1=NCCN1)c1cccc2ccccc12	
fnspb@LNkA@@cIIBlhdieCDemF]xmUjh@JZjhh@@	Naratriptan	9.18		CNS	335.471	2.5951	-3.195	0.80514	5	2	253.85	0.48727	0.79383	23	325 <= x < 350	CNS(CCc(cc1)cc2c1[nH]cc2C1CCN(C)CC1)(=O)=O	
eoTxK@@KPDEHfnod\RVYW\bbRbVbrRTVRdRrTRQTQbTTrTtvn^AUuZfjijZijjZjfjjjjhB`at_HivP	Natamycin	9.12		non-CNS	665.730	-1.3276	-3.651	-5.1479	14	7	498	0.4302	0.91691	47	650 <= x < 675	CC(C(C(C1O)N)O)OC1OC(CC(C(C(C1)O)C(O)=O)OC1(CC(CC1OC1/C=C1)O)O)/C=C\C=C/C=C/C=C\CC(C)OC1=O	
fmwap@@`x{rYkrJJIQKQJIJFHkQgIZrUhFBJZfjihP@@	Nedocromil		2.17	non-CNS	371.344	1.3724	-4.253	-3.776	8	2	265.48	0.28928	0.96807	27	350 <= x < 375	CCCc(c(OC(C(O)=O)=C1)c(cc23)C1=O)c2N(CC)C(C(O)=O)=CC3=O	
ehRZDH@FC@hjbe`HaIe[m]UegWVUhxtLrj~A`BJjjjVjj@@h@@@	Nefazodone	7.09		CNS	470.015	4.0888	-4.098	3.9163	7	0	363.22	0.56848	0.79048	33	450 <= x < 475	CCC(N1CCOc2ccccc2)=NN(CCCN(CC2)CCN2c2cccc(Cl)c2)C1=O	
flua@@E@rQQJJIQIIEQkQ|fj`BHBBBDJ@@	Nefopam	7.92		CNS	253.344	2.6643	-2.548	1.9601	2	0	205.86	0.35587	0.72141	19	250 <= x < 275	CN(CCOC1c2ccccc2)Cc2c1cccc2	
fj}iP@LF]EHIJugIEEEDdhjmDRTlxLZjjjA@jhIBHaEQ@@	Nelarabine			non-CNS	297.270	-1.4401	-2.614	-1.4402	10	4	203.43	0.30749	0.89693	21	275 <= x < 300	COc1c2ncn([C@@H]([C@H]3O)O[C@H](CO)[C@H]3O)c2nc(N)n1	
ea]\BH@A@gcGMk`@cIEDdhliimEEDheCDjdiEpit\m}csPPTUMAQETMUUTE@@@	Nelfinavir	8.21		non-CNS	567.792	4.4556	-5.587	3.6114	7	4	436.96	0.58141	0.85413	40	550 <= x < 575	CC(C)(C)NC(C1N(CC(C(CSc2ccccc2)NC(c2c(C)c(O)ccc2)=O)O)CC(CCCC2)C2C1)=O	
fmwpb@BFbkPHcHhhdeeEmEDbhdfBcfZxHHijjj`@H@@	Nemonapride	8.2		CNS	387.909	3.1833	-4.053	2.2448	5	2	298.97	0.46605	0.8227	27	375 <= x < 400	CC1N(Cc2ccccc2)CCC1NC(c(c(OC)c1)cc(Cl)c1NC)=O	
eh\ZN@@AEOBg`JKHjioldTTRRLtTtJTRTbVJXxBRVnijjjjjjjjjjh@@	Netilmicin	9.8		non-CNS	475.585	-4.0813	-1.205	-6.6496	12	8	346.23	0.5034	0.93088	33	475 <= x < 500	CCNC(CC(C(C1O)OC2OC(CN)=CCC2N)N)C1OC(C(C)(C1NC)O)OCC1O	
doBAHXpSAb\yIgUnUmvji`@@@	Nicorandil			non-CNS	211.176	-0.7223	-1.554	-0.72237	7	1	162.42	0.64159	0.54381	15	200 <= x < 225	[O-][N+](OCCNC(c1cnccc1)=O)=O	
dcm@@@{IDeCEDUSh@UUECD@@	Nicotine	8.58		CNS	162.235	1.1707	-0.792	-0.30591	2	0	134.86	0.43455	0.69573	12	150 <= x < 175	CN(CCC1)C1c1cccnc1	
fbuPc@IFSdD`bPqHYEHXdimDheAJCFj@H`HF@@@	Niflumic acid		3.64	non-CNS	282.220	2.8739	-3.715	-2.646	4	2	196.8	0.47102	0.75973	20	275 <= x < 300	OC(c1cccnc1Nc1cccc(C(F)(F)F)c1)=O	
en]^HL@IMOAckbX`IABPpdLbdLRTRfRTvfRfRfRffRDT|Bzf~aiYj`BJiV`BJ@H@@`@@@	Nilotinib	5.91		non-CNS	529.525	5.1058	-8.55	5.0728	8	2	391.19	0.44937	0.87713	39	525 <= x < 550	Cc(nc1)cn1-c1cc(NC(c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)=O)cc(C(F)(F)F)c1	
ff}pSBNVbkPT`dDRFICdz{HiCEDheXhiYHt\uPPLULuD@@	Nilutamide			non-CNS	317.222	1.1818	-3.966	1.1818	7	1	205.08	0.50356	0.86153	22	300 <= x < 325	CC(C)(C(N1c(cc2)cc(C(F)(F)F)c2[N+]([O-])=O)=O)NC1=O	
fjmQRBL^``R\`BOSglddNbbRtRRbTZIUjBB@`X@@@	Nimesulide		6.7	non-CNS	308.313	1.1823	-5.46	0.52904	7	1	218.99	0.52071	0.74264	21	300 <= x < 325	CS(Nc(ccc([N+]([O-])=O)c1)c1Oc1ccccc1)(=O)=O	
eaSZB@@DIChVPJfolbbTRTRRbtRTRQUTTJbRqEFaaTpvuKKUHTDD@LAESUUPA@PTH	Nintedanib	7.23	10.86	non-CNS	539.634	2.461	-3.552	2.0307	9	2	411.35	0.45005	0.90322	40	525 <= x < 550	CN(C(CN1CCN(C)CC1)=O)c(cc1)ccc1N/C(/c1ccccc1)=C(/c(ccc(C(OC)=O)c1)c1N1)\C1=O	
fjmqRBLDhJRgY@DTfWYHhieMKEDeia`TttsLDDM@@@	Nitazoxanide			non-CNS	307.285	1.6871	-3.771	1.6355	8	1	220.61	0.41102	0.7473	21	300 <= x < 325	CC(Oc(cccc1)c1C(Nc1ncc([N+]([O-])=O)s1)=O)=O	
fncaSBIZLyIPRBICDaJS]dTabRfbLtTTpeU[U@DMMSMD@@	Nitisinone		4.01	non-CNS	329.229	1.3848	-4.168	-3.3037	6	0	219.92	0.51053	0.82134	23	325 <= x < 350	[O-][N+](c(cc(C(F)(F)F)cc1)c1C(C(C(CCC1)=O)C1=O)=O)=O	
fj}q`BHJLAFXRcdfyVyV]WdkARUh@ajBAB@@@	Nitrazepam			CNS	281.270	1.0987	-4.42	1.0987	6	1	209.13	0.31323	0.82801	21	275 <= x < 300	[O-][N+](c(cc1)cc(C(c2ccccc2)=NC2)c1NC2=O)=O	
dg\bAHe[ABNISdfyWUfyjZffP`X	Nitrofurazone			non-CNS	198.138	-0.2462	-3.481	-0.24622	8	2	149.11	0.32147	0.57758	14	175 <= x < 200	NC(N/N=C/c1ccc([N+]([O-])=O)o1)=O	
do_IAhePSNGSmxgNfUd~_df^UVYjjjY`@	Nitroglycerin			non-CNS	227.085	-2.3418	-2.646	-2.3418	12	0	154.53	0.78154	0.42796	15	225 <= x < 250	[O-][N+](OCC(CO[N+]([O-])=O)O[N+]([O-])=O)=O	
dg}LAHdDnISdfyegQWSZ@@@`@@	Nitroxoline		6.89	non-CNS	190.158	0.7083	-2.486	0.070298	5	1	136.64	0.26677	0.75329	14	175 <= x < 200	[O-][N+](c(c1cccnc11)ccc1O)=O	
fkIbBCIrOc^`bDswlbbbTQfbTRTVflRYIt\u``XBBbYZj``@@	Nizofenone	7.17		CNS	412.876	1.3078	-6.414	1.1633	7	0	313.68	0.53724	0.88809	29	400 <= x < 425	CCN(CC)Cc1nccn1-c(ccc([N+]([O-])=O)c1)c1C(c(cccc1)c1Cl)=O	
fa{``@H@KdRbRfRfRfbTQYqVg^cfZZjjjjjzhDHP	Norelgestromin			non-CNS	327.466	4.1594	-4.962	4.1594	3	2	250.61	0.28105	0.90602	24	325 <= x < 350	CCC(CC1)(C(CC2)C(CC3)C1C(CC1)C3=C/C1=N/O)C2(C#C)O	
fnsqb@BVBzkPRFQQQJIIIQZXjLdXOhpPTUSUTqH@@	Norfloxacin	8.68	5.58	non-CNS	319.335	-1.6498	-2.856	-3.2909	6	2	232.29	0.33934	0.89007	23	300 <= x < 325	CCN(C=C(C(O)=O)C(c1c2)=O)c1cc(N1CCNCC1)c2F	
fmoa`@I`PoHhmHeHlehTidliF\GI^cZjnjjjjZZjA@\@	Norgestimate			non-CNS	369.503	4.644	-5.372	4.644	4	1	284.27	0.29024	0.898	27	350 <= x < 375	CCC(CC1)(C(CC2)C(CC3)C1C(CC1)C3=C/C1=N/O)C2(C#C)OC(C)=O	
fbm`@@@YHleEEEDhd[A\fNZih@HHB@@@	Nortriptyline	10.47		CNS	263.383	4.1391	-4.036	1.0671	1	1	222.99	0.272	0.808	20	250 <= x < 275	CNCCC=C(c1c(CC2)cccc1)c1c2cccc1	
ffcq@@DZBAIfYeeU_aZlgvVj@J@JBh@@@	Noveril	8.23		CNS	295.385	2.4424	-3.497	1.5559	4	0	232.47	0.31636	0.86255	22	275 <= x < 300	CN(C)CCN(c(cccc1)c1N(C)c1c2cccc1)C2=O	
ec_TM@@JMPDEGHncglZU\bbTTRRbfQfRTTrbRdvQTRcGA`STupKUHTDqAAQUUUMUMA@@@	Novobiocin		5.51	non-CNS	612.630	3.27	-5.272	2.6989	13	5	443.66	0.42619	0.97351	44	600 <= x < 625	CC(C)(C(C(C1O)OC(N)=O)OC)OC1Oc(cc1)c(C)c(OC2=O)c1C(O)=C2NC(c(cc1)cc(CC=C(C)C)c1O)=O	
fhi@`@@^RYvUm]djsfj@@@h@@@	Nabumetone			CNS	228.290	3.3993	-3.935	3.3993	2	0	187.65	0.45826	0.67019	17	225 <= x < 250	CC(CCc(ccc1c2)cc1ccc2OC)=O	
fewPR@BNBt\pRFQQQJJIIIQZEYQdkI|VNXHJJjfjjXi`V`@	Nadifloxacin	0.44	5.94	non-CNS	360.384	1.3754	-4.179	0.084132	6	2	252.44	0.29137	0.95986	26	350 <= x < 375	CC(CC1)N(C=C(C(O)=O)C(c2c3)=O)c2c1c(N(CC1)CCC1O)c3F	
fhiA`@@H|dwMkZ{IUgMT@@APPpP@	Naproxen		4.19	CNS	230.262	2.6947	-3.586	-0.51521	3	1	178.98	0.42348	0.68976	17	225 <= x < 250	CC(C(O)=O)c(ccc1c2)cc1ccc2OC	
f`aP`DLZ@cTyEDhhTiiEFZj@Hj@@@	Neostigmine			CNS	223.295	-3.3614	-1.66	-3.3614	4	0	178.49	0.51935	0.59188	16	200 <= x < 225	CN(C)C(Oc1cc([N+](C)(C)C)ccc1)=O	
fjmQB@BJL@HrQZJJIJHkYIVgAij`VBJj@PQ@	Neticonazole hydrochloride	6.4		non-CNS	302.441	3.9479	-4.326	3.9044	3	0	252.74	0.42096	0.74499	21	300 <= x < 325	CCCCCOc(cccc1)c1/C(/n1cncc1)=C\SC	
eol\LH@BGCaID`LSHhdeidhdhhlhldhZFO@faekmch@Ijjjj``Xbb@@@	Nicergoline	8.12		CNS	484.392	3.3973	-3.509	2.5866	6	0	322.49	0.35695	0.99874	31	475 <= x < 500	Cn1c2cccc(C3(C(C4)N(C)CC(COC(c5cc(Br)cnc5)=O)C3)OC)c2c4c1	
fkoiPBHFRUXDQgnDhyInUuVU]fV`akZ@BjjjijYb@@	Nifekalant hydrochloride	8.31		non-CNS	405.453	-0.945	-2.892	-2.283	10	2	313.19	0.67418	0.75329	29	400 <= x < 425	CN(C(C=C(NCCN(CCCc(cc1)ccc1[N+]([O-])=O)CCO)N1C)=O)C1=O	
fgQpBHA@aNZmOBT]dTtRTLTTTTReJbJxIpV`@jYjZZjjJDj@@	Nimodipine			CNS	418.444	2.2272	-3.831	2.2272	9	1	320.05	0.49815	0.86986	30	400 <= x < 425	CC(C)OC(C(C1c2cccc([N+]([O-])=O)c2)=C(C)NC(C)=C1C(OCCOC)=O)=O	
fluQB@AJbBHRYVyV]VgMNBf@HZ``P`@@	Nordazepam			CNS	270.718	2.6263	-4.696	2.6263	3	1	200.88	0.28839	0.8075	19	250 <= x < 275	O=C1Nc(ccc(Cl)c2)c2C(c2ccccc2)=NC1	
ffsHB@LZLT@QdbbbQbbVbrvIRVgQrViZ`XJJjb@@	Olanzapine	7.24		CNS	312.440	3.0388	-3.042	2.8094	4	1	236.55	0.25625	0.85157	22	300 <= x < 325	Cc1cc(C(N2CCN(C)CC2)=Nc(cccc2)c2N2)c2s1	
ehRVL@@BACko`PDCLbfbbbVdReRvTTRbrXDJjv^~AZfjjjB@``XiA@@@	Olmesartan		3.24	non-CNS	446.509	3.2081	-4.739	-3.2859	9	3	345.27	0.53489	0.90925	33	425 <= x < 450	CCCc1nc(C(C)(C)O)c(C(O)=O)n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1	
ei[VF@@C@bZ^QPDLAEBlbbRRrfbbbVdReRvTTRbrHh\BNnqYyEZjjZZjjhHBBAbeA@@@	Olmesartan medoxomil		5.85	non-CNS	558.593	3.8812	-6.419	0.75015	12	2	422.11	0.48654	0.93464	41	550 <= x < 575	CCCc1nc(C(C)(C)O)c(C(OCC(O2)=C(C)OC2=O)=O)n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1	
ff}Pp@EZ@afRuR[f]ue[XT`qZB@f@Bf@@@	Olsalazine	-0.02	2.93	non-CNS	302.241	2.1406	-3.542	-2.333	8	4	216.94	0.44241	0.74806	22	300 <= x < 325	OC(c(cc(cc1)N=Nc(cc2)cc(C(O)=O)c2O)c1O)=O	
ea]RN@@HjgdPACDa`X\bbbbbbbtQdJfbUbRTTTgFbgcaRqsPMAUEUUMSUMUTTQqKDUEh@@	Omadacycline	10.68	7.13	non-CNS	556.658	-0.1008	-2.782	-7.2167	11	6	397.01	0.41141	1.0692	40	550 <= x < 575	CC(C)(C)CNCc1cc(N(C)C)c(C[C@@H](C[C@@H]([C@@H](C(O)=C(C(N)=O)C2=O)N(C)C)[C@]22O)C(C3=O)=C2O)c3c1O	
fakqb@BTeCIPAFRSQIJIIQIHiK`gICEij`@HBj`H@h@@	Omeprazole			non-CNS	345.422	2.092	-2.721	2.0865	6	1	260.23	0.40336	0.83313	24	325 <= x < 350	Cc1cnc(CS(c2nc(ccc(OC)c3)c3[nH]2)=O)c(C)c1OC	
ffsq@@EFrCHhhhhidehcDsPeNSfkTtEPUCMECE@@	Ondansetron	7.34		CNS	293.369	2.2259	-2.004	1.9518	4	0	227.33	0.2899	0.88837	22	275 <= x < 300	Cc1nccn1CC(CCc1c2c(cccc3)c3n1C)C2=O	
