Structure [idcode]	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	pValue	Ring Systems [idcode]	Ring Systems 3 [idcode]	Murcko Frequency	Row-ID	Neighbor Similarity SkelSpheres 88%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	SALI pValue/SkelSpheres	Smiles	
fkHb@AVjOQPRFQQISJYZIQHsIJITXJW`p@UKSUSUUQHHR` !BmvwOymvw_yGqh_YUMgYVAm~fnroMtK\BosDBbLMJxPZXM~YJxS_fRnDFfC_fRnDYQ|	=	0.8<NL>0.8<NL>0.99<NL>2.4<NL>0.47<NL>4.3<NL>2.3<NL>0.47<NL>0.47<NL>0.47<NL>0.41<NL>4.3<NL>2.3<NL>0.99<NL>0.22<NL>2.4<NL>11	nM	Kd				<NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL><NL>	Homo sapiens<NL><NL>Homo sapiens<NL>Homo sapiens<NL>Homo sapiens<NL>Homo sapiens<NL>Homo sapiens<NL><NL><NL><NL><NL><NL><NL><NL><NL><NL>	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Nat. Biotechnol. 23 (3), 329-336 (2005)<NL>Proc. Natl. Acad. Sci. U.S.A. 104 (50), 19936-19941 (2007)<NL>Nat. Biotechnol. 26 (1), 127-132 (2008)<NL>Nat. Biotechnol. 26 (1), 127-132 (2008)<NL>Nat. Biotechnol. 26 (1), 127-132 (2008)<NL>Nat. Biotechnol. 26 (1), 127-132 (2008)<NL>Nat. Biotechnol. 26 (1), 127-132 (2008)<NL>J. Med. Chem. 52 (23), 7808-7816 (2009)<NL>Blood 114 (14), 2984-2992 (2009)<NL>Blood 114 (14), 2984-2992 (2009)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)	15711537<NL>18077425<NL>18183025<NL>18183025<NL>18183025<NL>18183025<NL>18183025<NL>19754199<NL>19654408<NL>19654408<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378		8.68526559848729	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	19	0.96428; 1	2	496; 194	0.47237167	-0.5058033	3.2497; 0	CCN(CC)CCNC(c1c(C)[nH]c(/C=C(/c(cc(cc2)F)c2N2)\C2=O)c1C)=O	
eg`^L@@DLM@nai`DclbbbRTVRVbRbRRaHfegaWSUUAA@PTSUP@PCP !Bmww~_{\BROtw[]}g~_yMpHw_[]}mww~_{\BMwvH_[]}g~_xc|g~HXa}bGvw_Xc}bOrH_P	=	50	nM	IC50	0.33	17.66	6.18		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		7.30102999566398	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	104	0.91857; 0.95243; 0.9702; 0.91248; 0.91635; 0.90725	6	110; 109; 108; 106; 107; 105	-0.14462237	-0.612782	5.7154; 15.05; 14.889; 16.428; 6.2506; 5.9604	CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c1ncnc(N)c1/C=N/OC)=O	
fkD`@DXtEHykAoHhhdeEdehdhhdfaZmxhvjjBB@`jIj@DIp !Bmww~_{\BROtw[]}g~_yMpHw_[]}mww~_{\BMwvH_[]}g~_xc|g~wHc}bGvH_Xc|bGt	=	14	nM	IC50	0.37	19.71	7.00		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		7.853871964321761	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	105	0.91838; 0.96428; 0.90725	3	106; 107; 104	-0.08983261	-0.48226994	24.389; 0.83886; 5.9604	CN(C)c(cc1)ccc1NC(N(CC1)CCN1c1ncnc(N)c1/C=N/OC)=O	
fmwxb@NJ}EoQrfBHrJIKISQIYQJIHjcG^Jv@Bfjj@Hfb@P{@ !BR@JH__x@R@IH@oz@R@IH_T`Bk}HS_}k~os]}k|w_Xa}k~ot`BbOuH_Xa}R@JH_P	=	1370	nM	IC50	0.30	15.04	5.38		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		5.863279432843593	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	106	0.91248; 0.91838; 0.92152	3	104; 105; 107	-0.19055879	-0.5542069	16.428; 24.389; 24.984	CO/N=C/c1c(N)ncnc1N(CC1)CCN1C(Nc(cc1)ccc1Cl)=O	
fkx`@DXtD\u`wdTTRRbrRtRTTRSPmV|T[UUAA@PUDu@BDx !Bmww~_{\BROtw[]}g~_yMpHw_[]}mww~_{\BMwvH_[]}g~_xc|g~wHc}bGvH_Xc|bGt	=	15	nM	IC50	0.37	19.68	7.18		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		7.823908740944318	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	107	0.91635; 0.96428; 0.92152	3	104; 105; 106	-0.046447072	-0.5413077	6.2506; 0.83886; 24.984	CC(C)c(cc1)ccc1NC(N(CC1)CCN1c1ncnc(N)c1/C=N/OC)=O	
eoh^L@@DLM@nai`DclbbbRTVRVbRbRRaJDtl|JzZjhHHBBbZj`@`F` !Bmww~_{\BROtw[]}g~_yMpHw_[]}mww~_{\BMwvH_[]}g~_xc|g~HXa}bGvw_Xc}bOrH_Xc|	=	18	nM	IC50	0.34	18.12	6.55		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		7.744727494896693	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	108	0.93181; 0.9702; 0.96877	3	110; 104; 109	-0.16877876	-0.6769593	13.331; 14.889; 37.135	CCO/N=C/c1c(N)ncnc1N(CC1)CCN1C(Nc(cc1)ccc1OC(C)C)=O	
eh\^B@@DLM@nai`Dc`\bbbRTVRVbRbRRaJRDtl|JzZjhHHBBbZjj@B@Z@ !Bmww~_{\BROtw[]}g~_yMpHw_[]}mww~_{\BMwvH_[]}g~_xc|g~HXa}bGvw_Xc}bOrH_Xc|bGvH@	=	260	nM	IC50	0.27	14.39	4.76		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		6.585026652029182	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	109	0.95243; 0.93929; 0.96877	3	104; 110; 108	-0.24474896	-0.69268864	15.05; 4.128; 37.135	CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c1ncnc(N)c1/C=N/OCCCO)=O	
ebVQJH@LAKGO@fihDNA`P@cIICddeEEDiTlieDediyETt}|mUS@QEUSP@UQ@D@d@ !BX`Bm{_}BOrw@k_}mpJw[\Bmvw@oyMww~@K_}bGw~_t`BMpK~@Ox@Ms~@H`BmpJw__yMpJw_[]}mpJw__ymwvHP	=	146	nM	IC50	0.26	13.13	3.96		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 17 (17), 4861-4865 (2007)	17611106		6.835647144215562	fj}i@@DXtDhDfYUgU{TVk^rUjj```@H@@@	fbm@@@DjYU_ue^JeiNZjjjjjjh@@	7.0	110	0.91857; 0.93181; 0.93929	3	104; 108; 109	-0.21806936	-0.6277217	5.7154; 13.331; 4.128	CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c1c(/C=N/OCCNS(C)(=O)=O)c(N)ncn1)=O	
fnsQ`@DFAdnQQJIIIPjIFYDhkSoMTaAMUMPHHTP !B_ySYuLXGqh_YQi`mvwLBfmrwXPktmBH@h@q_XcPsURDYVC@fURDpId	=	4300	nM	IC50	0.32	17.29	7.54			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)	20117004		5.366531544420413	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	193		0		-0.634375	0.76339436		CCOC(c1c(C)[nH]c(/C=C(/c(cccc2)c2N2)\C2=O)c1C)=O	
fkHb@AVjOQPRFQQISJYZIQHsIJITXJW`p@UKSUSUUQHHR` !BmvwOymvw_yGqh_YUMgYVAm~fnroMtK\BosDBbLMJxPZXM~YJxS_fRnDFfC_fRnDYQ|	=	550<NL>21<NL>6.5<NL>9.9<NL>3<NL>16<NL>8	nM	IC50				<NL><NL><NL><NL><NL><NL>	<NL><NL><NL>Homo sapiens<NL><NL>Homo sapiens<NL>	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)<NL>J. Med. Chem. 53 (4), 1413-1437 (2010)<NL>Bioorg. Med. Chem. 18 (13), 4674-4686 (2010)<NL>Blood 114 (14), 2984-2992 (2009)<NL>Bioorg. Med. Chem. Lett. 20 (20), 6129-6132 (2010)<NL>Bioorg. Med. Chem. Lett. 20 (20), 6129-6132 (2010)<NL>J. Med. Chem. 55 (2), 725-734 (2012)	20117004<NL>20166671<NL>20570526<NL>19654408<NL>20833039<NL>20833039<NL>22221201	<NL><NL>10.1016/j.bmc.2010.05.021<NL><NL><NL><NL>	7.056646821126399	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	194	0.96428; 1	2	496; 19	0.5375596	-0.46694645	48.845; 0	CCN(CC)CCNC(c1c(C)[nH]c(/C=C(/c(cc(cc2)F)c2N2)\C2=O)c1C)=O	
fdeQ@@DFAdTRbRRTJbIQVg^ZiBBZhDDJH !B_ySYuLXGqh_YQi`mvwLBfmrwXPktmBH@h@qXcPsP	=	160	nM	IC50	0.52	28.52	15.14			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)	20117004		6.795880017344074	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	195	0.93216; 0.88877	2	476; 197	0.32187992	0.47357675	22.174; 5.3512	Cc1c(/C=C(/c(cccc2)c2N2)\C2=O)[nH]c(C)c1	
f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@ !B_ySYuLXGqh_YQi`mwvw@lBfmpJw_XPktmBH@h@q	=	350	nM	IC50	0.55	30.71	14.38			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)	20117004		6.455931955649724	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	196	0.92074; 0.87121	2	391; 198	-0.2731089	-0.7473882	4.197; 6.762	O=C1Nc(cccc2)c2/C1=C/c1ccc[nH]1	
fluq@@DF\AIeeU[VrTUkpVjP`fj`PPh` !B_ySFEMgGvT_Fah_mrw\BYmvwHQTtl~wXc}`D{}m}CR	=	630	nM	IC50	0.45	24.48	8.74			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)	20117004		6.200659450546417	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	197	0.88877	1	195	0.32486376	0.40004984	5.3512	Cc1c(/C=C(/c(cc(cc2)N)c2N2)\C2=O)[nH]c(C)c1	
fhyq@@DF\AIeeU[TeEZ|EjdHIjAABb@ !B_ySYuLXGqh_YQi`mvwLBfmrwXPktmBwH`B`CD	=	2600	nM	IC50	0.45	24.79	7.88			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 18 (4), 1482-1496 (2010)	20117004		5.585026652029181	f`iQ@@DFAdTRbRRTJIQVg^ZiBBZAABb@	foQ@@@LdbbbQLRhpTkNjjjjjh@@	7.0	198	0.87121	1	196	-0.3609057	-0.73717237	6.762	Nc(cc1)cc(/C2=C/c3ccc[nH]3)c1NC2=O	
fnsh`@EFlzHJYHihddUDdeLerSoU[PPQSSP@D@@@ !B`g]|R@Lw`HE_hIwPk^}B@@A@@FB]zT_`GxXD~ko_k}`iPb}Mu~_wzMpL	=	85	nM	Ki	0.42	22.71	8.11		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		7.070581074285707	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	260	0.95111; 0.90712; 0.90399; 0.88969; 0.90399; 0.90712; 0.90019	7	267; 266; 264; 263; 262; 265; 261	-0.62406784	0.39163017	30.318; 2.2086; 4.0911; 4.9788; 6.1137; 11.187; 3.0676	COc(ccc(Nc(nc1N)nn1-c1ccccc1)c1)c1OC	
fi{i`@CN|GHJ\rQSQQIGJIIJYHR`qzN`bHjZZ@@`@@ !B@@F}BGqH`g^}BHBAS\@@WqHPk]_`@A`g^eGxA~FAOj{wzXJTHoS_}_g}~os\C	=	42	nM	Ki	0.40	21.61	7.65		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		7.376750709602099	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	261	0.90019	1	260	-0.51752454	0.33616886	3.0676	COc1cc(Nc(nc2N)nn2-c2ccccc2)cc(OC)c1OC	
fi{X`@EFlzHpTrQSQIHjIIJYKKdg^jv``bff`@l`@@ !B`g]|R@Lw`HE_hJwPk^}bH@A@@FB]zT_`GxXD~ko_k}`iXb}Mu~owzMu~_wy	=	22	nM	Ki	0.42	22.77	6.90		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		7.6575773191777925	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	262	0.94678; 0.91652; 0.90399	3	264; 263; 260	-0.55316514	0.392796	18.409; 0.45269; 6.1137	COc(ccc(Nc(nc1N)nn1-c(cc1)ccc1C#N)c1)c1OC	
feghP@IJl{pDUGdTtRVTRbJbRfVxHubmZ@BiZ`BJb@@@ !BROrHoPD@RGqw@`D@@XAw``F@YvrXKIi`y^A`i[tH_wx}bOtwo{y_ktH@s]|RG}~oP`	=	24	nM	Ki	0.40	21.44	6.12		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		7.619788758288393	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	263	0.87324; 0.88969; 0.91652	3	264; 260; 262	-0.58631617	0.33208916	7.4312; 4.9788; 0.45269	COc(ccc(Nc(nc1N)nn1-c(cc1)ccc1C(O)=O)c1)c1OC	
fi{X`@EFlzHpTrQSQIHjIIJYJ[dg^kv``bff`BL`@@ !B`g]|R@Lw`HE_hIwPk^}B@@A@@FB]zT_`GxXD~ko_k}`iS_}BKu~owyMwtH_S_}	=	210	nM	Ki	0.36	19.85	6.02		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		6.6777807052660805	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	264	0.873; 0.88207; 0.90399; 0.94678; 0.87324; 0.87437	6	267; 266; 260; 262; 263; 265	-0.59174466	0.44946522	14.765; 5.0703; 4.0911; 18.409; 7.4312; 5.1444	COc(ccc(Nc(nc1N)nn1-c1cc(C#N)ccc1)c1)c1OC	
fakhb@B\tZvV`bLbbbTVTqTRTrsIJtdlDEBu@DUD@@@ !BMpMw`gy@X@wS\CYvrXKGzffCexFBeoPa_cvHS^og}~oP`CMwqH_wz}B@	=	930	nM	Ki	0.34	17.44	6.92		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		6.031517051446064	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	265	0.87962; 0.96952; 0.90712; 0.87437	4	267; 266; 260; 264	-0.6554864	0.44591734	20.945; 40.818; 11.187; 5.1444	COc(ccc(Nc(nc1N)nn1-c(cccc1)c1Cl)c1)c1OC	
fakhb@B\tZvV`dLbbbTVTqTRTrsIJtdlDEBu@DUD@@@ !BMuw`gy@X@wS_}YvrXKGzffCexFBeoPa_cvHS^og}~oP`CMwqH_wz}B@	=	53	nM	Ki	0.41	22.09	8.34		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (20), 7184-7192 (2011)	21970471		7.275724130399211	fdeH@@@PhsIEEEBdhllRfgAcMTD@@B@@@	fde@@@LdbbRRqTRWEBdFMUUUUUU@@@	7.0	266	0.87962; 0.90712; 0.88207; 0.96952	4	267; 260; 264; 265	-0.6873443	0.38708133	10.609; 2.2086; 5.0703; 40.818	COc(ccc(Nc(nc1N)nn1-c(cccc1)c1F)c1)c1OC	
feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@ !Bb@K~oz@ROvH_S]}MpK~otc|_k~w@gyMwu~`Da}ROtw[F@S|tw@c_|R@K_ibnDh@	=	103	nM	IC50	0.37	20.65	8.80			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		6.987162775294827	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	280	0.88044; 0.88044; 0.88044; 0.92394; 0.92394	5	284; 285; 283; 282; 281	-0.49187908	0.07028297	0.29368; 2.928; 3.5276; 2.2053; 0.055167	c1nnc(-c(cccc2c3cnccc33)c2nc3Nc2ccccc2)[nH]1	
fmXB@BRkt\pQFQQQIZYQQIJKJULDYtZe[M\DD@@@D@u@B@@ !BMww~os^BRGvw_[^}k|w@k]}ROw~ozROrH_S]}RGuHWzmpI~_t`BMvq`DMwzXka@	=	104	nM	IC50	0.35	18.73	8.80			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		6.982966660701219	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	281	0.86945; 0.90502; 0.92124; 0.93379; 0.97407; 0.92394	6	286; 284; 285; 283; 282; 280	-0.56087667	0.07423505	2.8615; 0.41387; 4.4981; 6.4337; 6.6296; 0.055167	Clc(cccc1)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
fmXB@BRkt\pRFQQQIZYQQIJKJULDYtZe[M\DD@@@D@u@B@@ !BMww~os^BRGvw_[^}k|w@k]}ROw~ozROrH_S]}RGuHWzMpI~_t`BMvq`DMwzXka@	=	70	nM	IC50	0.36	20.08	9.01			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		7.154901959985742	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	282	0.89488; 0.93686; 0.93379; 0.9083; 0.92394; 0.97407	6	286; 284; 285; 283; 280; 281	-0.5990541	0.0129802115	1.9182; 2.1006; 2.754; 2.7704; 2.2053; 6.6296	Fc(cccc1)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
ec`VHH@BEFaiei@HcHhhddhUEDdhliTpIYxduUtmmAAD@@@PCT@H@@ !BMww~os^BRGvw_[^}k|w@c_|mwuH_zk}HHa}MwuH_Tc}_k|w@gyR@Hw[F@S|w_ibnD	=	39	nM	IC50	0.36	19.06	7.44			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		7.4089353929735	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	283	0.88322; 0.9543; 0.93686; 0.88044; 0.93379; 0.9083	6	286; 284; 285; 280; 281; 282	-0.5287254	0.0066683553	0.4486; 8.4614; 1.1355; 3.5276; 6.4337; 2.7704	Oc(cc1)cc(Cl)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
ec`V@D@BEFaie`IBRPrJJIIJEQQIJKJULBV^IMU]K[PPQ@@@D@u@B@@@ !BMww~os^BRGvw_[^}k|w@c_|mwuH_zk}HHa}MwuH_Tc}_k|w@gyR@Hw[F@S|w_ibnD	=	95	nM	IC50	0.34	18.76	8.85			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		7.022276394711151	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	284	0.90171; 0.88044; 0.90502; 0.93686; 0.9543; 0.94862	6	286; 280; 281; 282; 283; 285	-0.5712037	-0.056263603	3.4009; 0.29368; 0.41387; 2.1006; 8.4614; 6.1305	Fc(cc1)cc(F)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
ec`V@D@FEFaie`HbRPrJIJYJYQQIJKJUT\V^IMU]K[PAE@@@D@u@B@@@ !Bb@IH__z@b@JH`da}hC~ot`BmwuH_zk}HHa}MwuH_Tc}_k|w@gyR@Hw[F@S|w_ibnD	=	46	nM	IC50	0.36	18.77	9.24			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		7.337242168318426	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	285	0.88322; 0.88044; 0.92124; 0.93379; 0.93686; 0.94862	6	286; 280; 281; 282; 283; 284	-0.49954596	-0.059741963	0.16531; 2.928; 4.4981; 2.754; 1.1355; 6.1305	Fc(ccc(Cl)c1)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
e`RVDH@BEIckgiJ`ICHhhddidheDdeEdhtpHyDULMl}}AADDA@DPPu@B@@@ !BMww~os^BRGvw_[^}k|w@c_|mwuH[^}k~otc|MrH_S]}RGuH[^}_k|w@gyR@HwC_}lXAOs]~fJxP	=	44	nM	IC50	0.31	17.09	7.52			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 21 (22), 6687-6692 (2011)	21982499		7.356547323513812	feoX@@@XSeo\dTTRbTTRRfRJUAFbEmY}FDA@P@C@T@B@@	feo@@@LdbbbTRfRrRlrWMBdDlTcgUUUUUUUUUT@@	7.0	286	0.86945; 0.89488; 0.88322; 0.90171; 0.88322	5	281; 282; 283; 284; 285	-0.4593972	0.0036595797	2.8615; 1.9182; 0.4486; 3.4009; 0.16531	COCCOc(cc1)cc(F)c1Nc(c1ccncc1c1ccc2)nc1c2-c1nnc[nH]1	
ejQZL@@DAKBj`Ld\bbRbRTTRRqbRRfTrRTT\FvaqQIZhHJbj``hP`b@`@@ !Be}r^`O\]|FJaozcCghCwGYAb\FJaoy_\NLO~PHGH}qwwG_AbMpH^`HbchAH@oC|R@K~HF`chBW`kC|R@K~@Oz@RGtHC\B	=	78	nM	IC50	0.26	14.17	8.02			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (13), 4638-4658 (2011)	21604762		7.107905397309519	fmop`@MAbBvRIJIIJYYQIJJERLT]^sWU@aQTD@P@@@@	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	7.0	553	0.88539	1	556	-0.6246253	-0.111764014	3.7493	CCN(CC)CCC(Nc1cc(Nc2nc(-c3cc(COCC=CCOC4)ccc3)ccn2)cc4c1)=O	
fcH`@MVbdCldRTRRTRQTRRbaTcUftZ}uPHTUPPA@@@@@ !BRGw~`K{WR@Ihpp|]hC~OzFR@Hxpz|]}quH__Abk|^`HbcRGuH@oC|g|HOx`ZBMH_[C|	=	52	nM	IC50	0.36	19.45	8.85			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 54 (13), 4638-4658 (2011)	21604762		7.2839966563652	fmop`@MAbBvRIJIIJYYQIJJERLT]^sWU@aQTD@P@@@@	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	7.0	554	0.89334; 0.92152	2	565; 564	-0.5561231	-0.33476362	5.2761; 6.5554	Nc1cc(COCC=CCOCc2cc(-c3ccnc(N4)n3)ccc2)cc4c1	
